UserId,AttractionId,Rating,VisitModeId,AttractionType,CityId,Attraction_Popularity
70456,640,0.8676715398227698,2,8,4341,1.6130337772788563
7567,640,0.8676715398227698,4,8,464,1.6130337772788563
79069,640,0.8676715398227698,3,8,774,1.6130337772788563
31019,640,-1.1930337586796707,3,8,583,1.6130337772788563
43611,640,-1.1930337586796707,2,8,1396,1.6130337772788563
43471,640,0.8676715398227698,4,8,1806,1.6130337772788563
76492,640,-0.1626811094284505,2,8,31,1.6130337772788563
20977,640,0.8676715398227698,4,8,8258,1.6130337772788563
18655,640,-1.1930337586796707,2,8,114,1.6130337772788563
62907,640,0.8676715398227698,2,8,50,1.6130337772788563
86054,640,0.8676715398227698,2,8,8809,1.6130337772788563
41979,640,0.8676715398227698,2,8,5365,1.6130337772788563
38726,640,-1.1930337586796707,4,8,5506,1.6130337772788563
67147,640,-0.1626811094284505,2,8,818,1.6130337772788563
2307,640,-0.1626811094284505,2,8,4303,1.6130337772788563
3660,640,0.8676715398227698,2,8,4398,1.6130337772788563
50130,640,-1.1930337586796707,4,8,8513,1.6130337772788563
30450,640,-0.1626811094284505,2,8,5264,1.6130337772788563
82637,640,-0.1626811094284505,3,8,3687,1.6130337772788563
33716,640,0.8676715398227698,5,8,2617,1.6130337772788563
46517,640,-3.2537390571821114,3,8,8366,1.6130337772788563
50127,640,0.8676715398227698,2,8,2607,1.6130337772788563
61876,640,0.8676715398227698,2,8,191,1.6130337772788563
16769,640,0.8676715398227698,2,8,693,1.6130337772788563
9804,640,-0.1626811094284505,2,8,535,1.6130337772788563
44419,640,0.8676715398227698,2,8,9057,1.6130337772788563
84531,640,0.8676715398227698,2,8,1434,1.6130337772788563
83915,640,0.8676715398227698,2,8,3226,1.6130337772788563
62742,640,-0.1626811094284505,2,8,3915,1.6130337772788563
47615,640,0.8676715398227698,2,8,2690,1.6130337772788563
85459,640,0.8676715398227698,3,8,4883,1.6130337772788563
71946,640,-1.1930337586796707,4,8,6213,1.6130337772788563
54719,640,0.8676715398227698,4,8,929,1.6130337772788563
16291,640,-0.1626811094284505,3,8,4272,1.6130337772788563
18137,640,-3.2537390571821114,2,8,1434,1.6130337772788563
37338,640,0.8676715398227698,3,8,3915,1.6130337772788563
18628,640,-0.1626811094284505,3,8,2690,1.6130337772788563
47542,640,-1.1930337586796707,5,8,52,1.6130337772788563
71155,640,0.8676715398227698,4,8,2623,1.6130337772788563
73515,640,0.8676715398227698,2,8,6955,1.6130337772788563
1953,640,-0.1626811094284505,4,8,2898,1.6130337772788563
31372,640,-0.1626811094284505,2,8,8888,1.6130337772788563
35045,640,0.8676715398227698,2,8,3098,1.6130337772788563
79488,640,-2.223386407930891,3,8,402,1.6130337772788563
14186,640,-0.1626811094284505,3,8,426,1.6130337772788563
78554,640,0.8676715398227698,2,8,3098,1.6130337772788563
30511,640,0.8676715398227698,4,8,3098,1.6130337772788563
50138,640,0.8676715398227698,4,8,8652,1.6130337772788563
83974,640,0.8676715398227698,5,8,3915,1.6130337772788563
40006,640,0.8676715398227698,5,8,3260,1.6130337772788563
50311,640,-0.1626811094284505,2,8,337,1.6130337772788563
56894,640,0.8676715398227698,2,8,178,1.6130337772788563
36421,640,0.8676715398227698,4,8,3262,1.6130337772788563
62902,640,0.8676715398227698,3,8,1847,1.6130337772788563
61175,640,0.8676715398227698,2,8,3106,1.6130337772788563
61849,640,-0.1626811094284505,2,8,106,1.6130337772788563
51784,640,0.8676715398227698,2,8,1443,1.6130337772788563
61709,640,0.8676715398227698,2,8,4575,1.6130337772788563
64920,640,-0.1626811094284505,2,8,8215,1.6130337772788563
27538,640,0.8676715398227698,4,8,545,1.6130337772788563
27449,640,-0.1626811094284505,3,8,3014,1.6130337772788563
64392,640,0.8676715398227698,2,8,371,1.6130337772788563
79911,640,0.8676715398227698,2,8,2036,1.6130337772788563
55535,640,0.8676715398227698,2,8,1840,1.6130337772788563
51283,640,-0.1626811094284505,2,8,654,1.6130337772788563
73796,640,-0.1626811094284505,4,8,5589,1.6130337772788563
21207,640,-1.1930337586796707,4,8,8513,1.6130337772788563
23868,640,0.8676715398227698,4,8,545,1.6130337772788563
13954,640,-1.1930337586796707,3,8,1282,1.6130337772788563
55381,640,-2.223386407930891,4,8,743,1.6130337772788563
71073,640,0.8676715398227698,2,8,8317,1.6130337772788563
113,640,-0.1626811094284505,2,8,6000,1.6130337772788563
16816,640,0.8676715398227698,2,8,8215,1.6130337772788563
41624,640,0.8676715398227698,2,8,1474,1.6130337772788563
33038,640,0.8676715398227698,3,8,3979,1.6130337772788563
46031,640,-0.1626811094284505,5,8,441,1.6130337772788563
81844,640,0.8676715398227698,2,8,1674,1.6130337772788563
64368,640,0.8676715398227698,3,8,2625,1.6130337772788563
51849,640,0.8676715398227698,4,8,8837,1.6130337772788563
